Date,Name,Year,id,original_title,imdb_id,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full,Watched
2021-05-01,Upgrade,2018,500664,Upgrade,tt6499752,en,"A brutal mugging leaves Grey Trace paralyzed in the hospital and his beloved wife dead. A billionaire inventor soon offers Trace a cure — an artificial intelligence implant called STEM that will enhance his body. Now able to walk, Grey finds that he also has superhuman strength and agility — skills he uses to seek revenge against the thugs who destroyed his life.",26.38,5000000.0,"Action, Thriller, Science Fiction",http://www.upgrade.movie,2018-05-31,16593554.0,100.0,en,7.5,3561.0,"Blumhouse Productions, Goalpost Pictures, Automatik Entertainment, Film Victoria, Nervous Tick","AU, US",English,1
2021-05-01,Freaky,2020,551804,Freaky,tt10919380,en,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",23.438,5000000.0,"Comedy, Fantasy, Horror, Thriller",https://www.freaky.movie/,2020-11-12,15104310.0,102.0,"en, es",6.622,1159.0,"Universal Pictures, Blumhouse Productions, Divide / Conquer",US,"English, Spanish",1
2021-05-01,Nomadland,2020,581734,Nomadland,tt9770150,en,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",19.307,5000000.0,Drama,https://www.searchlightpictures.com/nomadland,2020-12-04,14784114.0,108.0,en,7.259,2442.0,"Highwayman Films, Cor Cordium Productions, Hear/Say Productions",US,English,1
2021-05-01,Zack Snyder's Justice League,2021,791373,Zack Snyder's Justice League,tt12361974,en,"Determined to ensure Superman's ultimate sacrifice was not in vain, Bruce Wayne aligns forces with Diana Prince with plans to recruit a team of metahumans to protect the world from an approaching threat of catastrophic proportions.",251.606,70000000.0,"Action, Adventure, Fantasy, Science Fiction",https://www.hbomax.com/zacksnydersjusticeleague,2021-03-18,657900000.0,242.0,en,8.244,8289.0,"Warner Bros. Pictures, Dune Entertainment, Atlas Entertainment, Access Entertainment, The Stone Quarry, DC Films",US,English,1
2021-05-01,The Confession,1970,0,0,,,,,,,,,,,,,,,,,1
2021-05-01,The Invention of Lying,2009,23082,The Invention of Lying,tt1058017,en,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",12.264,18500000.0,"Comedy, Fantasy, Romance",http://the-invention-of-lying.warnerbros.com/,2009-09-13,32406507.0,100.0,en,6.184,1733.0,"Warner Bros. Pictures, Radar Pictures, MRC, Lin Pictures, Wintergreen Productions, Lynda Obst Productions, 1821 Pictures",US,English,1
2021-05-01,Missing,1982,15600,Missing,tt0084335,en,Based on the real-life experiences of Ed Horman. A conservative American businessman travels to Chile to investigate the sudden disappearance of his son after a military takeover. Accompanied by his son's wife he uncovers a trail of cover-ups that implicate the US State department which supports the dictatorship.,9.195,0.0,"Drama, Mystery, Thriller",,1982-02-12,14000000.0,123.0,"en, es",7.289,295.0,Universal Pictures,"MX, US","English, Spanish",1
2021-05-01,Timecrimes,2007,14139,Los cronocrímenes,tt0480669,es,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,11.005,2600000.0,"Science Fiction, Thriller",http://www.cronocrimenes.com/,2007-10-05,553198.0,92.0,es,6.995,1031.0,"Arsénico Producciones, Zip Films, Fine Productions, Karbo Vantas Entertainment, Basque Films",ES,Spanish,1
2021-05-01,Lilya 4-ever,2002,12093,Lilja 4-Ever,tt0300140,sv,"Lilja lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilja hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilja arrives her life quickly enters a downward spiral.",12.004,4600000.0,"Crime, Drama",,2002-08-23,1007747.0,109.0,"ru, sv, en",7.615,434.0,"Zentropa Entertainments, Det Danske Filminstitut, Memfis Film, Svenska Filminstitutet, Film i Väst, SVT, Nordisk Film & TV Fond","DK, SE","Russian, Swedish, English",1
2021-05-01,John Tucker Must Die,2006,9293,John Tucker Must Die,tt0455967,en,"After discovering they are all dating the same same guy, three popular students from different cliques band together for revenge, so they enlist the help of a new gal in town and conspire to break the jerk's heart, while destroying his reputation.",14.698,18000000.0,"Comedy, Romance",,2006-07-27,68844775.0,87.0,en,6.2,1204.0,"20th Century Fox, Dune Entertainment, Major Studio Partners, Landscape Entertainment, John US Productions","CA, US",English,1
2021-05-01,About Time,2013,122906,About Time,tt2194499,en,"The night after another unsatisfactory New Year's party, Tim's father tells his son that the men in his family have always had the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.",35.263,12000000.0,"Drama, Romance, Fantasy",,2013-09-04,87100449.0,123.0,en,7.906,7193.0,"Universal Pictures, Relativity Media, Working Title Films, Translux",GB,English,1
2021-05-01,Mommy,2014,265177,Mommy,tt3612616,fr,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",13.088,4900000.0,Drama,,2014-09-19,3494070.0,138.0,"fr, en",8.268,2375.0,"Téléfilm Canada, Canadian Film or Video Production Tax Credit (CPTC), SODEC, Super Écran, Metafilms, Sons of Manual, Les Films Séville, Radio Canada, ARTV",CA,"French, English",1
2021-05-01,Split,2016,381288,Split,tt4972582,en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",70.069,9000000.0,"Horror, Thriller",http://www.splitmovie.com/,2016-11-15,278454358.0,117.0,en,7.33,15453.0,"Universal Pictures, Blumhouse Productions, Blinding Edge Pictures",US,English,1
2021-05-01,Soul,2020,508442,Soul,tt2948372,en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",123.418,150000000.0,"Animation, Family, Comedy, Fantasy, Drama",https://www.disneyplus.com/movies/soul/77zlWrb9vRYp,2020-12-25,136384442.0,101.0,en,8.173,8550.0,"Walt Disney Pictures, Pixar",US,English,1
2021-05-01,The Vast of Night,2019,565743,The Vast of Night,tt6803046,en,"At the dawn of the space-race, two radio-obsessed teens discover a strange frequency over the airwaves in what becomes the most important night of their lives and in the history of their small town.",17.672,0.0,"Mystery, Science Fiction, Thriller, Drama",https://www.amazon.com/Vast-Night-Sierra-McCormick/dp/B084JFRR62,2019-06-01,0.0,91.0,en,6.6,819.0,"Amazon Studios, GEO Media",US,English,1
2021-05-01,Another Round,2020,580175,Druk,tt10288566,da,Four high school teachers launch a drinking experiment: upholding a constant low level of intoxication.,14.66,5150000.0,"Comedy, Drama",http://www.samuelgoldwynfilms.com/another-round/,2020-09-24,21700000.0,117.0,"da, sv",7.702,2223.0,"Zentropa Entertainments, Det Danske Filminstitut, TV 2, Eurimages, Svenska Filminstitutet, Film i Väst, Topkapi Films, StudioCanal UK, Creative Europe Media Programme Of The European Union","DK, NL, SE","Danish, Swedish",1
2021-05-01,I Care a Lot,2020,601666,I Care a Lot,tt9893250,en,A court-appointed legal guardian defrauds her older clients and traps them under her care. But her latest mark comes with some unexpected baggage.,32.244,0.0,"Comedy, Crime, Thriller, Drama",https://www.netflix.com/title/81350429,2021-02-19,0.0,119.0,en,6.627,2171.0,"Black Bear Pictures, STX Entertainment, Crimple Beck","GB, US",English,1
2021-05-01,Killing Them Softly,2012,64689,Killing Them Softly,tt1764234,en,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",14.578,15000000.0,"Crime, Thriller",http://killingthemsoftlymovie.com/,2012-07-30,37930465.0,97.0,en,6.024,1783.0,"Plan B Entertainment, 1984 Private Defense Contractors, Annapurna Pictures, Inferno Entertainment, Chockstone Pictures",US,English,1
2021-05-01,The Working Class Goes to Heaven,1971,56231,La classe operaia va in paradiso,tt0066919,it,A conscientious factory worker gets his finger cut off by a machine. The accident causes him to become more involved in political and revolutionary groups.,6.932,0.0,Drama,,1971-09-17,0.0,112.0,it,7.9,289.0,Euro International Film,IT,Italian,1
2021-05-01,The Conjuring,2013,138843,The Conjuring,tt1457767,en,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",142.314,13000000.0,"Horror, Thriller",http://theconjuring.warnerbros.com,2013-07-18,319494638.0,112.0,en,7.533,9851.0,"New Line Cinema, The Safran Company, Evergreen Media Group",US,English,1
2021-05-01,The Conjuring 2,2016,259693,The Conjuring 2,tt3065204,en,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,115.971,40000000.0,"Horror, Thriller",http://www.warnerbros.com/conjuring-2,2016-06-08,320392818.0,134.0,en,7.28,7142.0,"New Line Cinema, Dune Entertainment, The Safran Company, Evergreen Media Group, Atomic Monster",US,English,1
2021-05-01,Sorry to Bother You,2018,424781,Sorry to Bother You,tt5688932,en,"In an alternate present-day version of Oakland, black telemarketer Cassius Green discovers a magical key to professional success – which propels him into a macabre universe.",10.021,0.0,"Fantasy, Science Fiction, Comedy",http://sorrytobotheryou.movie,2018-07-06,0.0,112.0,en,6.843,1255.0,"Cinereach, Significant Productions, MACRO, MNM Creative, The Space Program",US,English,1
2021-05-01,Sound of Metal,2019,502033,Sound of Metal,tt5363618,en,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",18.39,0.0,"Drama, Music",https://www.amazon.com/dp/B08KZF3S81,2020-11-20,516520.0,121.0,"en, fr",7.75,1954.0,"Ward Four, Flat 7, Caviar",US,"English, French",1
2021-05-01,Knives Out,2019,546554,Knives Out,tt8946378,en,"When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.",62.392,40000000.0,"Comedy, Crime, Mystery",https://www.lionsgate.com/movies/knives-out,2019-11-27,309232797.0,131.0,"es, en",7.856,9481.0,"Lionsgate, MRC, T-Street Productions",US,"Spanish, English",1
2021-05-01,Struggle: The Life and Lost Art of Szukalski,2018,565255,Struggle: The Life and Lost Art of Szukalski,tt9316022,en,"The remarkable life story of the pre-war Polish artist Stanislav Szukalski, documented by the American friends he made late in life.",5.547,0.0,Documentary,https://www.netflix.com/title/80109551,2018-12-21,0.0,104.0,pl,7.532,63.0,"Appian Way, Norah Films, Film Street","PL, US",Polish,1
2021-05-01,The Invisible Man,2020,570670,The Invisible Man,tt1051906,en,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",31.318,7000000.0,"Thriller, Science Fiction, Horror",https://www.theinvisiblemanmovie.com/,2020-02-26,130234661.0,124.0,en,7.144,4831.0,"Universal Pictures, Blumhouse Productions, Goalpost Pictures, Screen Australia, Nervous Tick","AU, US",English,1
2021-05-01,The Call,2020,481848,The Call of the Wild,tt7504726,en,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",51.041,109000000.0,"Adventure, Family, Drama",https://family.foxmovies.com/movies/call-of-the-wild,2020-02-19,111105497.0,100.0,en,7.575,3001.0,"3 Arts Entertainment, TSG Entertainment, 20th Century Studios, Halon Entertainment","CA, US",English,1
2021-05-01,Tenet,2020,577922,Tenet,tt6723592,en,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",66.343,205000000.0,"Action, Thriller, Science Fiction",https://www.tenetfilm.com/,2020-08-22,363129000.0,150.0,"en, et",7.208,7722.0,"Warner Bros. Pictures, Syncopy","GB, US","English, Estonian",1
2021-05-01,The Social Dilemma,2020,656690,The Social Dilemma,tt11464826,en,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",22.053,0.0,"Documentary, Drama",https://www.thesocialdilemma.com/,2020-01-26,0.0,94.0,en,7.502,1297.0,"Exposure Labs, Argent Pictures, The Space Program",US,English,1
2021-05-01,The Exorcist,1973,9552,The Exorcist,tt0070047,en,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",90.687,11000000.0,Horror,http://theexorcist.warnerbros.com/,1973-12-26,441306145.0,122.0,"de, fr, la, ar, el, en",7.722,6639.0,"Warner Bros. Pictures, Hoya Productions",US,"German, French, Latin, Arabic, Greek, English",1
2021-05-01,The Karate Kid,1984,1885,The Karate Kid,tt0087538,en,"After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.",31.328,8000000.0,"Action, Family, Drama",https://www.sonypictures.com/movies/thekaratekid0,1984-06-22,130442786.0,126.0,en,7.172,3467.0,"Columbia Pictures, Jerry Weintraub Productions, Delphi II Productions",US,English,1
2021-05-01,They Don't Wear Black Tie,1981,203158,Eles não usam black-tie,tt0082317,pt,"Otavio is an idealistic union leader trying to organize workers at a factory to resist the company's exploitative practices. His son, Tião, one of the employees, is more of a realist and doesn't want to risk losing his job by striking. This clash of perspectives puts the father and son at odds. Fortunately, Tião's mother, Romana, is on hand to act as a moderator between the two opinionated men.",3.479,0.0,Drama,,1981-09-28,0.0,134.0,pt,8.174,46.0,"Embrafilme, Leon Hirszman Produções Cinematográficas",BR,Portuguese,1
2021-05-01,Don't Breathe,2016,300669,Don't Breathe,tt4160708,en,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,74.71,9900000.0,"Thriller, Horror",https://www.sonypictures.com/movies/dontbreathe,2016-06-08,159047649.0,89.0,en,7.004,6443.0,"Ghost House Pictures, Screen Gems, Stage 6 Films",US,English,1
2021-05-01,The Girl on the Train,2016,346685,The Girl on the Train,tt3631112,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",28.85,45000000.0,"Thriller, Mystery, Drama",http://www.thegirlonthetrainmovie.com/,2016-10-05,173185859.0,112.0,"es, en",6.424,5141.0,"DreamWorks Pictures, Marc Platt Productions, Reliance Entertainment, Amblin Partners","IN, US","Spanish, English",1
2021-05-01,Suburbicon,2017,395458,Suburbicon,tt0491175,en,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",14.756,25000000.0,"Thriller, Crime, Drama, Mystery",,2017-10-26,12751667.0,105.0,en,5.862,1496.0,"Smoke House Pictures, Dark Castle Entertainment, Silver Pictures, Black Bear Pictures, Huahua Media","GB, US",English,1
2021-05-01,Ingrid Goes West,2017,411741,Ingrid Goes West,tt5962210,en,"Ingrid becomes obsessed with a social network star named Taylor Sloane who seemingly has a perfect life. But when Ingrid decides to drop everything and move west to be Taylor's friend, her behaviour turns unsettling and dangerous.",14.189,0.0,"Comedy, Drama",http://ingridgoeswestfilm.com,2017-08-11,24931915.0,97.0,en,6.434,798.0,"Star Thrower Entertainment, 141 Entertainment, Mighty Engine",US,English,1
2021-05-01,Bacurau,2019,446159,Bacurau,tt2762506,pt,"Bacurau, a small town in the Brazilian sertão, mourns the loss of its matriarch, Carmelita, who lived to be 94. Days later, its inhabitants notice that their community has vanished from most maps.",15.234,0.0,"Mystery, Western, Thriller",,2019-08-29,0.0,131.0,"en, pt",7.772,892.0,"ARTE France Cinéma, CNC, SBS Films, Globo Filmes, Símio Filmes, CinemaScópio Produções","BR, FR","English, Portuguese",1
2021-05-01,A Quiet Place,2018,447332,A Quiet Place,tt6644200,en,A family is forced to live in silence while hiding from creatures that hunt by sound.,57.772,17000000.0,"Horror, Drama, Science Fiction",http://aquietplacemovie.com,2018-04-03,340952971.0,91.0,en,7.4,12130.0,"Paramount, Platinum Dunes",US,English,1
2021-05-01,Us,2019,458723,Us,tt6857112,en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",33.146,20000000.0,"Horror, Thriller, Mystery",https://www.usmovie.com,2019-03-14,255105930.0,116.0,en,6.974,6242.0,"Universal Pictures, Blumhouse Productions, QC Entertainment, Monkeypaw Productions",US,English,1
