,index,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers,name_year,Date,Name,Year,Letterboxd URI,my_rating
747,747,7.0,332960,Burn After Reading,2008,en,"When a disc containing memoirs of a former CIA analyst falls into the hands of gym employees, Linda and Chad, they see a chance to make enough money for Linda to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo, and those in their orbit.",37000000.0,"['Comedy', ' Drama']",2008-09-05,163720069.0,96.0,['en'],6.62,3934.0,"['StudioCanal', ' Mike Zoss Productions', ' Relativity Media', ' Focus Features', ' Working Title Films']","['US', ' GB', ' FR']",1,,,Burn After Reading 2008,2022-09-27,Burn After Reading,2008.0,https://boxd.it/23BW,6.0
748,748,7.8,398240,The Breakfast Club,1985,en,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",1000000.0,"['Comedy', ' Drama']",1985-02-15,51525171.0,98.0,['en'],7.764,7004.0,"['Universal Pictures', ' Channel Productions', ' A&M Films']",['US'],1,John Hughes,John Hughes,The Breakfast Club 1985,2021-09-07,The Breakfast Club,1985.0,https://boxd.it/27q4,1.0
749,749,8.1,731824,Ratatouille,2007,en,"Remy, a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",150000000.0,"['Animation', ' Comedy', ' Family', ' Fantasy']",2007-06-28,623726000.0,111.0,"['en', ' fr']",7.787,14507.0,"['Walt Disney Pictures', ' Pixar']",['US'],1,,,Ratatouille 2007,2021-09-07,Ratatouille,2007.0,https://boxd.it/27ww,1.0
750,750,7.1,211987,Planet Terror,2007,en,"Two doctors find their graveyard shift inundated with townspeople ravaged by sores. Among the wounded is Cherry Darling, a dancer whose leg was ripped from her body. As the invalids quickly become enraged aggressors, Cherry and her ex-boyfriend El Wray lead a team of accidental warriors into the night.",0.0,"['Horror', ' Action', ' Thriller']",2007-04-06,0.0,105.0,['en'],6.629,2909.0,['Dimension Films'],['US'],1,Robert Rodriguez,Robert Rodriguez,Planet Terror 2007,2021-09-07,Planet Terror,2007.0,https://boxd.it/27Gw,9.0
751,751,8.3,838529,Requiem for a Dream,2000,en,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,4500000.0,"['Crime', ' Drama']",2000-10-06,7390108.0,102.0,['en'],8.035,8438.0,"['Thousand Words', ' Artisan Entertainment', ' Protozoa Pictures']",['US'],1,Darren Aronofsky,,Requiem for a Dream 2000,2021-09-07,Requiem for a Dream,2000.0,https://boxd.it/29VI,7.0
752,752,8.5,669393,Psycho,1960,en,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",806947.0,"['Horror', ' Drama', ' Thriller']",1960-06-22,50000000.0,109.0,['en'],8.445,8553.0,['Shamley Productions'],['US'],1,Alfred Hitchcock,,Psycho 1960,2021-09-07,Psycho,1960.0,https://boxd.it/2ab2,9.0
753,753,8.4,1232046,Memento,2000,en,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",9000000.0,"['Mystery', ' Thriller']",2000-10-11,39723096.0,113.0,['en'],8.194,12740.0,"['Summit Entertainment', ' Newmarket Capital Group', ' Team Todd', ' I Remember Productions']",['US'],1,Christopher Nolan,,Memento 2000,2022-05-17,Memento,2000.0,https://boxd.it/2bcK,8.0
754,754,7.4,240016,A History of Violence,2005,en,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,32000000.0,"['Drama', ' Thriller', ' Crime']",2005-09-23,60740827.0,96.0,['en'],7.173,2671.0,"['New Line Cinema', ' DC Comics', ' BenderSpink']","['US', ' CA', ' DE']",1,David Cronenberg,,A History of Violence 2005,2021-09-07,A History of Violence,2005.0,https://boxd.it/2bfa,8.0
755,755,7.7,17930,The Turin Horse,2011,hu,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,0.0,['Drama'],2011-02-15,0.0,155.0,"['de', ' hu']",7.759,282.0,"['Medienboard Berlin-Brandenburg', ' Vega Film', ' Zero Fiction Film', "" Fonds Eurimages du Conseil de l'Europe"", ' TT Filmmûhely', ' Motion Picture Public Foundation of Hungary', ' Werc Werk Works', ' Movie Partners In Motion Film']",['HU'],1,,,The Turin Horse 2011,2021-06-14,The Turin Horse,2011.0,https://boxd.it/2Qsk,10.0
756,756,8.2,29082,Z,1969,fr,"Amidst a heated political climate, the opposition leader is killed in what appears to be a traffic accident. When a magistrate finds evidence of a government cover-up, witnesses start to get targeted. A thinly-fictionalized account of the events surrounding the assassination of Greek politician Grigoris Lambrakis in 1963, Z captures the outrage about the military junta that ruled Greece at the time.",0.0,"['Thriller', ' History', ' Drama']",1969-02-26,83305.0,127.0,"['fr', ' ru']",7.867,343.0,['Valoria Films'],"['DZ', ' FR']",1,Costa-Gavras,,Z 1969,2021-09-07,Z,1969.0,https://boxd.it/26pY,10.0
757,757,6.0,123227,Halloween,2007,en,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.",15000000.0,['Horror'],2007-08-31,80460948.0,110.0,['en'],6.203,1925.0,"['Dimension Films', ' Spectacle Entertainment Group', ' Nightfall Productions']",['US'],1,Rob Zombie,,Halloween 2007,2021-09-07,Halloween,2007.0,https://boxd.it/27u6,4.0
758,758,8.6,1382137,Saving Private Ryan,1998,en,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",70000000.0,"['Drama', ' History', ' War']",1998-07-24,481840909.0,169.0,"['cs', ' de', ' en', ' fr']",8.2,13599.0,"['Paramount', ' DreamWorks Pictures', ' Amblin Entertainment', ' Mutual Film Company', ' The Mark Gordon Company']",['US'],1,Steven Spielberg,Robert Rodat,Saving Private Ryan 1998,2021-09-07,Saving Private Ryan,1998.0,https://boxd.it/29ro,9.0
759,759,8.3,1012699,Reservoir Dogs,1992,en,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1200000.0,"['Crime', ' Thriller']",1992-09-02,2859750.0,99.0,['en'],8.144,12344.0,"['Live Entertainment', ' Dog Eat Dog Productions']",['US'],1,Quentin Tarantino,,Reservoir Dogs 1992,2021-09-07,Reservoir Dogs,1992.0,https://boxd.it/2agc,9.0
760,760,8.3,754861,Amélie,2001,fr,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",10000000.0,"['Comedy', ' Romance']",2001-04-25,173921954.0,122.0,"['fr', ' ru']",7.904,10060.0,"['Canal+', ' Filmstiftung Nordrhein-Westfalen', ' France 3 Cinéma', ' Claudie Ossard Productions', ' MMC Independent', ' Union Générale Cinématographique (UGC)', ' Tapioca Films', ' Sofica Sofinergie 5', ' Victoires Productions']","['FR', ' DE']",1,Jean-Pierre Jeunet,,Amélie 2001,2022-09-27,Amélie,2001.0,https://boxd.it/2aUc,7.0
761,761,8.0,768921,Sin City,2005,en,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",40000000.0,"['Thriller', ' Action', ' Crime']",2005-04-01,158733820.0,124.0,['en'],7.433,7035.0,"['Miramax', ' Dimension Films', ' Troublemaker Studios']",['US'],1,,,Sin City 2005,2021-09-07,Sin City,2005.0,https://boxd.it/2aVk,8.0
762,762,7.5,349833,Jackie Brown,1997,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.",12000000.0,"['Crime', ' Thriller', ' Drama']",1997-04-10,39673162.0,154.0,['en'],7.3,5444.0,"['Miramax', ' A Band Apart', ' Lawrence Bender Productions', ' Mighty Mighty Afrodite Productions']",['US'],1,Quentin Tarantino,,Jackie Brown 1997,2021-09-07,Jackie Brown,1997.0,https://boxd.it/2aVO,5.0
763,763,8.4,1540487,Django Unchained,2012,en,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",100000000.0,"['Drama', ' Western']",2012-12-25,425368238.0,165.0,"['en', ' fr', ' de']",8.154,23221.0,"['Columbia Pictures', ' The Weinstein Company']",['US'],1,Quentin Tarantino,Quentin Tarantino,Django Unchained 2012,2021-09-07,Django Unchained,2012.0,https://boxd.it/2cCk,9.0
764,764,7.5,663896,The Hunger Games,2012,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",130000000.0,"['Adventure', ' Action', ' Science Fiction']",2013-11-15,865011746.0,146.0,['en'],7.4,15305.0,"['Lionsgate', ' Color Force']",['US'],1,Francis Lawrence,,The Hunger Games 2012,2021-09-07,The Hunger Games,2012.0,https://boxd.it/2uds,2.0
765,765,7.5,663896,The Hunger Games,2012,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",130000000.0,"['Adventure', ' Action', ' Science Fiction']",2013-11-15,865011746.0,146.0,['en'],7.4,15305.0,"['Lionsgate', ' Color Force']",['US'],1,Francis Lawrence,,The Hunger Games 2012,2021-09-07,The Hunger Games,2012.0,https://boxd.it/2uds,2.0
766,766,7.5,663896,The Hunger Games,2012,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",130000000.0,"['Adventure', ' Action', ' Science Fiction']",2013-11-15,865011746.0,146.0,['en'],7.4,15305.0,"['Lionsgate', ' Color Force']",['US'],1,Francis Lawrence,,The Hunger Games 2012,2021-09-07,The Hunger Games,2012.0,https://boxd.it/2uds,2.0
767,767,7.5,663896,The Hunger Games,2012,en,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",130000000.0,"['Adventure', ' Action', ' Science Fiction']",2013-11-15,865011746.0,146.0,['en'],7.4,15305.0,"['Lionsgate', ' Color Force']",['US'],1,Francis Lawrence,,The Hunger Games 2012,2021-09-07,The Hunger Games,2012.0,https://boxd.it/2uds,2.0
768,768,5.9,43318,Absolutely Anything,2015,en,Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,0.0,"['Comedy', ' Science Fiction']",2015-06-26,6303792.0,85.0,['en'],5.849,1191.0,"['Phoenix Pictures', ' Bill and Ben Productions']",['GB'],1,Terry Jones,,Absolutely Anything 2015,2021-09-07,Absolutely Anything,2015.0,https://boxd.it/34Ry,7.0
769,769,7.5,185248,Grindhouse,2007,en,Two full-length feature horror movies written by Quentin Tarantino and Robert Rodriguez put together as a two-film feature. Including fake movie trailers in between both movies.,67000000.0,"['Thriller', ' Action', ' Horror']",2007-04-06,25422088.0,191.0,"['es', ' en']",6.966,1374.0,"['The Weinstein Company', ' Big Talk Productions', ' Yer Dead Productions', ' Dimension Films', ' Troublemaker Studios', ' Eyetronics', ' Rodriguez International Pictures']",['US'],1,,,Grindhouse 2007,2022-09-27,Grindhouse,2007.0,https://boxd.it/8RwY,8.0
770,770,6.0,222118,Cowboys & Aliens,2011,en,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",163000000.0,"['Action', ' Science Fiction', ' Thriller', ' Western']",2011-07-29,174822325.0,119.0,['en'],5.572,4456.0,"['DreamWorks Pictures', ' Imagine Entertainment', ' Universal Pictures', ' Reliance Entertainment', ' Relativity Media', ' K/O Paper Products', ' Fairview Entertainment', ' Platinum Studios']","['IN', ' US']",1,Jon Favreau,,Cowboys & Aliens 2011,2021-09-07,Cowboys & Aliens,2011.0,https://boxd.it/F2G,1.0
771,771,8.0,36918,Ivan's Childhood,1962,ru,"In WW2, twelve year old Soviet orphan Ivan Bondarev works for the Soviet army as a scout behind the German lines and strikes a friendship with three sympathetic Soviet officers.",0.0,"['Drama', ' War']",1962-05-09,0.0,95.0,"['de', ' ru']",7.895,544.0,"['Mosfilm', ' Tretye Tvorcheskoe Obyedinenie']",['SU'],1,,,Ivan's Childhood 1962,2021-09-07,Ivan's Childhood,1962.0,https://boxd.it/1j6y,6.0
