imdb_id,averageRating,numVotes,date_watched,title,release_year,original_title,original_language,overview,popularity,budget,genres,homepage,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,production_companies,production_countries,spoken_languages_full,Watched,directors_name,writers_name
tt0067885,7.3,2295,2021-12-09,The Third Part of the Night,1971,Trzecia część nocy,pl,"Set during the Nazi occupation of Poland, in which Michal witnesses the murder of his mother, wife and child. He is hurled into a life that literally is not his own; a surreal world littered with trapdoors, doppelgängers and wormholes. It also tells the true untold story of a Nazi vaccine laboratory where Jews and members of the resistance were “employed” as feeders for parasites infected with typhus.",3.983,0.0,"Horror, History, War, Thriller",,1971-12-17,0.0,102.0,pl,6.804,51.0,Polski State Film,PL,Polish,0,Andrzej Zulawski,
tt0089603,7.9,11744,2021-12-13,Mishima: A Life in Four Chapters,1985,Mishima: A Life in Four Chapters,en,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The Temple of the Golden Pavilion, Kyoko's House, and Runaway Horses. The last part depicts the events of 25th November 1970.",10.224,5000000.0,Drama,,1985-05-15,502758.0,121.0,"en, ja",7.8,203.0,"Lucasfilm Ltd., American Zoetrope, Tristone Entertainment Inc., M Company","JP, US","English, Japanese",0,Paul Schrader,
tt0071970,7.1,19337,2021-12-20,The Parallax View,1974,The Parallax View,en,An ambitious reporter gets in trouble while investigating a senator's assassination which leads to a vast conspiracy involving a multinational corporation behind every event in the world's headlines.,8.809,0.0,"Crime, Drama, Thriller",,1974-06-14,0.0,102.0,en,6.792,224.0,"Paramount, Doubleday Productions, Gus, Harbor Productions",US,English,0,Alan J. Pakula,
tt0071360,7.8,112603,2021-12-20,The Conversation,1974,The Conversation,en,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.",17.01,1600000.0,"Crime, Drama, Mystery",,1974-04-07,4420000.0,113.0,en,7.559,1333.0,"Paramount, The Coppola Company, The Directors Company",US,English,0,Francis Ford Coppola,Francis Ford Coppola
tt3460252,7.8,596984,2021-12-21,The Hateful Eight,2015,The Hateful Eight,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,25.392,44000000.0,"Drama, Mystery, Western",http://thehatefuleight.com,2015-12-25,155760117.0,188.0,"es, en",7.7,12487.0,"Double Feature Films, The Weinstein Company, FilmColony",US,"Spanish, English",0,Quentin Tarantino,Quentin Tarantino
tt2382009,6.6,93100,2021-12-23,Nymphomaniac: Vol. II,2013,Nymphomaniac: Vol. II,en,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,43.542,0.0,"Drama, Mystery",http://www.magpictures.com/nymphomaniac,2013-12-25,4934725.0,124.0,en,6.8,2522.0,"Zentropa Entertainments, ARTE France Cinéma","DE, BE, DK, FR, GB, SE",English,0,Lars von Trier,Lars von Trier
tt0046912,8.2,176295,2021-12-24,Dial M for Murder,1954,Dial M for Murder,en,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",15.015,1400000.0,"Crime, Thriller",,1954-05-29,3000000.0,105.0,en,8.026,2096.0,Warner Bros. Pictures,US,English,0,Alfred Hitchcock,Frederick Knott
tt0072417,8.1,25508,2021-12-28,A Woman Under the Influence,1974,A Woman Under the Influence,en,"Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.",9.886,0.0,Drama,,1974-09-19,0.0,155.0,"en, it",7.804,355.0,Faces International Films,US,"English, Italian",0,John Cassavetes,John Cassavetes
tt0053168,7.6,22940,2021-12-28,Pickpocket,1959,Pickpocket,fr,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",14.028,0.0,"Crime, Drama",,1959-12-16,0.0,75.0,fr,7.327,382.0,Lux Compagnie Cinématographique de France,FR,French,0,Robert Bresson,Robert Bresson
tt0060138,7.8,20536,2021-12-28,Au Hasard Balthazar,1966,Au hasard Balthazar,fr,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",10.045,0.0,Drama,,1966-05-25,39388.0,96.0,"fr, la",7.63,331.0,"Svenska Filminstitutet, Argos Films, SF Studios, Parc Film","FR, SE","French, Latin",0,Robert Bresson,Robert Bresson
tt0048473,8.3,33267,2021-12-28,Pather Panchali,1955,পথের পাঁচালী,bn,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",10.125,0.0,Drama,,1955-08-26,536364.0,125.0,bn,8.091,291.0,Government of West Bengal,IN,Bengali,0,Satyajit Ray,
tt0059936,7.5,1849,2021-12-28,Patriotism,1966,憂國,ja,Two characters on a Noh stage dramatize the rite of love and death of Lieutenant Shinji Takeyama and his wife Reiko.,3.671,0.0,"Drama, Romance",,1966-04-12,0.0,30.0,"ja, xx",6.988,43.0,"Toho, Art Theatre Guild",JP,"Japanese, No Language",0,,Yukio Mishima
tt0035446,8.2,37717,2021-12-28,To Be or Not to Be,1942,To Be or Not to Be,en,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",10.306,1200000.0,"Comedy, War",,1942-03-05,1500000.0,99.0,"en, de",7.9,531.0,United Artists,US,"English, German",0,Ernst Lubitsch,
tt0095765,8.5,260673,2021-12-28,Cinema Paradiso,1988,Nuovo Cinema Paradiso,it,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",42.364,5000000.0,"Drama, Romance",,1988-11-17,11990401.0,124.0,it,8.458,3509.0,"TF1 Films Production, RAI, Les Films Ariane, Cristaldifilm, Forum Picture","FR, IT",Italian,0,Giuseppe Tornatore,
tt0194426,7.6,1044,2021-12-29,The Man Who Stole the Sun,1979,太陽を盗んだ男,ja,"A high school science teacher is the butt of all his students' jokes, until their bus is hijacked on a school trip. But something more sinister lurks beneath the surface: he's building an atomic bomb in his apartment.",2.905,0.0,"Comedy, Crime, Thriller, Action, Science Fiction",,1979-10-06,0.0,147.0,ja,7.1,27.0,"Kitty Films, Tristone Entertainment Inc.",JP,Japanese,0,Kazuhiko Hasegawa,
tt0058604,8.2,9650,2021-12-29,I Am Cuba,1964,Soy Cuba,es,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,7.915,0.0,Drama,,1964-10-26,0.0,140.0,"en, es",7.81,150.0,"Mosfilm, ICAIC","CU, SU","English, Spanish",0,Mikhail Kalatozov,
tt0052561,8.0,66812,2021-12-29,Anatomy of a Murder,1959,Anatomy of a Murder,en,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",12.64,2000000.0,"Crime, Drama, Mystery, Thriller",,1959-07-01,8000000.0,161.0,"en, it",7.9,756.0,Columbia Pictures,US,"English, Italian",0,Otto Preminger,
tt0056322,8.3,3411,2021-12-30,The Given Word,1962,O Pagador de Promessas,pt,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara's church, in the state capital. Upon the recover of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé's promise.",6.734,0.0,Drama,,1962-04-17,0.0,98.0,pt,8.1,88.0,Cinedistri,BR,Portuguese,0,Anselmo Duarte,
tt0071411,8.2,29972,2021-12-31,Dersu Uzala,1975,Дерсу Узала,ru,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",11.83,4000000.0,"Action, Adventure, Drama",,1975-08-02,0.0,141.0,ru,8.1,386.0,"Mosfilm, Daiei Film, Atelier 41","JP, SU",Russian,0,Akira Kurosawa,
tt0116378,6.6,8923,2022-01-01,The Funeral,1996,The Funeral,en,The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks.,5.302,12500000.0,Crime,,1996-01-26,1227324.0,99.0,"it, en",6.856,132.0,C&P Productions,US,"Italian, English",0,Abel Ferrara,Nicholas St. John
tt0084628,7.8,11123,2022-01-03,Sans Soleil,1983,Sans soleil,fr,"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",7.717,0.0,Documentary,,1983-02-15,30878.0,100.0,fr,7.479,192.0,Argos Films,FR,French,0,Chris Marker,Chris Marker
tt0106519,7.9,219044,2022-01-05,Carlito's Way,1993,Carlito's Way,en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",19.098,30000000.0,"Crime, Thriller, Drama",,1993-11-10,63848322.0,144.0,"en, es",7.8,2630.0,"Universal Pictures, Epic Productions, Bregman/Baer Productions",US,"English, Spanish",0,Brian De Palma,
