,imdb_rating,imdb_total_votes,title,release_year,original_language,overview,budget,genres,release_date,revenue,runtime,spoken_languages,tmdb_rating,tmdb_total_votes,production_companies,production_countries,Watched,directors,writers
59,7.8,112603,The Conversation,1974,en,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.",1600000.0,"['Crime', ' Drama', ' Mystery']",1974-04-07,4420000.0,113.0,['en'],7.559,1333.0,"['Paramount', ' The Coppola Company', ' The Directors Company']",['US'],0,Francis Ford Coppola,Francis Ford Coppola
60,7.8,596984,The Hateful Eight,2015,en,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,44000000.0,"['Drama', ' Mystery', ' Western']",2015-12-25,155760117.0,188.0,"['es', ' en']",7.7,12487.0,"['Double Feature Films', ' The Weinstein Company', ' FilmColony']",['US'],0,Quentin Tarantino,Quentin Tarantino
61,6.6,93100,Nymphomaniac: Vol. II,2013,en,The continuation of Joe's sexually dictated life delves into the darker aspects of her adult life and what led to her being in Seligman's care.,0.0,"['Drama', ' Mystery']",2013-12-25,4934725.0,124.0,['en'],6.8,2522.0,"['Zentropa Entertainments', ' ARTE France Cinéma']","['DE', ' BE', ' DK', ' FR', ' GB', ' SE']",0,Lars von Trier,Lars von Trier
62,8.2,176295,Dial M for Murder,1954,en,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",1400000.0,"['Crime', ' Thriller']",1954-05-29,3000000.0,105.0,['en'],8.026,2096.0,['Warner Bros. Pictures'],['US'],0,Alfred Hitchcock,Frederick Knott
63,8.1,25508,A Woman Under the Influence,1974,en,"Mabel Longhetti, desperate and lonely, is married to a Los Angeles municipal construction worker, Nick. Increasingly unstable, especially in the company of others, she craves happiness, but her extremely volatile behavior convinces Nick that she poses a danger to their family and decides to commit her to an institution for six months. Alone with a trio of kids to raise on his own, he awaits her return, which holds more than a few surprises.",0.0,['Drama'],1974-09-19,0.0,155.0,"['en', ' it']",7.804,355.0,['Faces International Films'],['US'],0,John Cassavetes,John Cassavetes
64,7.6,22940,Pickpocket,1959,fr,"Michel takes up pickpocketing on a lark and is arrested soon after. His mother dies shortly after his release, and despite the objections of his only friend, Jacques, and his mother's neighbor Jeanne, Michel teams up with a couple of petty thieves in order to improve his craft. With a police inspector keeping an eye on him, Michel also tries to get a straight job, but the temptation to steal is hard to resist.",0.0,"['Crime', ' Drama']",1959-12-16,0.0,75.0,['fr'],7.327,382.0,['Lux Compagnie Cinématographique de France'],['FR'],0,Robert Bresson,Robert Bresson
65,7.8,20536,Au Hasard Balthazar,1966,fr,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",0.0,['Drama'],1966-05-25,39388.0,96.0,"['fr', ' la']",7.63,331.0,"['Svenska Filminstitutet', ' Argos Films', ' SF Studios', ' Parc Film']","['FR', ' SE']",0,Robert Bresson,Robert Bresson
66,8.3,33267,Pather Panchali,1955,bn,"Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",0.0,['Drama'],1955-08-26,536364.0,125.0,['bn'],8.091,291.0,['Government of West Bengal'],['IN'],0,Satyajit Ray,
67,7.5,1849,Patriotism,1966,ja,Two characters on a Noh stage dramatize the rite of love and death of Lieutenant Shinji Takeyama and his wife Reiko.,0.0,"['Drama', ' Romance']",1966-04-12,0.0,30.0,"['ja', ' xx']",6.988,43.0,"['Toho', ' Art Theatre Guild']",['JP'],0,,Yukio Mishima
68,8.2,37717,To Be or Not to Be,1942,en,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",1200000.0,"['Comedy', ' War']",1942-03-05,1500000.0,99.0,"['en', ' de']",7.9,531.0,['United Artists'],['US'],0,Ernst Lubitsch,
69,8.5,260673,Cinema Paradiso,1988,it,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",5000000.0,"['Drama', ' Romance']",1988-11-17,11990401.0,124.0,['it'],8.458,3509.0,"['TF1 Films Production', ' RAI', ' Les Films Ariane', ' Cristaldifilm', ' Forum Picture']","['FR', ' IT']",0,Giuseppe Tornatore,
70,7.6,1044,The Man Who Stole the Sun,1979,ja,"A high school science teacher is the butt of all his students' jokes, until their bus is hijacked on a school trip. But something more sinister lurks beneath the surface: he's building an atomic bomb in his apartment.",0.0,"['Comedy', ' Crime', ' Thriller', ' Action', ' Science Fiction']",1979-10-06,0.0,147.0,['ja'],7.1,27.0,"['Kitty Films', ' Tristone Entertainment Inc.']",['JP'],0,Kazuhiko Hasegawa,
71,8.2,9650,I Am Cuba,1964,es,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,0.0,['Drama'],1964-10-26,0.0,140.0,"['en', ' es']",7.81,150.0,"['Mosfilm', ' ICAIC']","['CU', ' SU']",0,Mikhail Kalatozov,
72,8.0,66812,Anatomy of a Murder,1959,en,"Semi-retired Michigan lawyer Paul Biegler takes the case of Army Lt. Manion, who murdered a local innkeeper after his wife claimed that he raped her. Over the course of an extensive trial, Biegler parries with District Attorney Lodwick and out-of-town prosecutor Claude Dancer to set his client free, but his case rests on the victim's mysterious business partner, who's hiding a dark secret.",2000000.0,"['Crime', ' Drama', ' Mystery', ' Thriller']",1959-07-01,8000000.0,161.0,"['en', ' it']",7.9,756.0,['Columbia Pictures'],['US'],0,Otto Preminger,
73,8.3,3411,The Given Word,1962,pt,"Zé is a very poor man whose most prized possession is his donkey. When his donkey falls terminally ill, Zé makes a promise to Saint Bárbara: If his donkey recovers, he will carry a cross - like Jesus - all the way from his city to Saint Bárbara's church, in the state capital. Upon the recover of his donkey, Zé leaves on his journey. He makes it to the church, but the priest refuses to accept the cross once he discovers the context of Zé's promise.",0.0,['Drama'],1962-04-17,0.0,98.0,['pt'],8.1,88.0,['Cinedistri'],['BR'],0,Anselmo Duarte,
74,8.2,29972,Dersu Uzala,1975,ru,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",4000000.0,"['Action', ' Adventure', ' Drama']",1975-08-02,0.0,141.0,['ru'],8.1,386.0,"['Mosfilm', ' Daiei Film', ' Atelier 41']","['JP', ' SU']",0,Akira Kurosawa,
75,6.6,8923,The Funeral,1996,en,The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York in 1930s. Details of the past of the brothers and their families are shown through a series of flashbacks.,12500000.0,['Crime'],1996-01-26,1227324.0,99.0,"['it', ' en']",6.856,132.0,['C&P Productions'],['US'],0,Abel Ferrara,Nicholas St. John
76,7.8,11123,Sans Soleil,1983,fr,"""He wrote me..."" A woman narrates the thoughts of a world traveler, meditations on time and memory expressed in words and images from places as far-flung as Japan, Guinea-Bissau, Iceland, and San Francisco.",0.0,['Documentary'],1983-02-15,30878.0,100.0,['fr'],7.479,192.0,['Argos Films'],['FR'],0,Chris Marker,Chris Marker
77,7.9,219044,Carlito's Way,1993,en,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC.",30000000.0,"['Crime', ' Thriller', ' Drama']",1993-11-10,63848322.0,144.0,"['en', ' es']",7.8,2630.0,"['Universal Pictures', ' Epic Productions', ' Bregman/Baer Productions']",['US'],0,Brian De Palma,
78,7.3,409728,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,en,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",18000000.0,['Comedy'],2006-11-01,262552893.0,84.0,"['en', ' he', ' hy', ' pl', ' ro']",6.736,4552.0,"['20th Century Fox', ' Dune Entertainment', ' Major Studio Partners', ' Everyman Pictures', ' One America', ' Four by Two Films']","['GB', ' US']",0,Larry Charles,
79,7.8,74040,The White Ribbon,2009,de,"Strange events happen in a small village in the north of Germany during the years just before World War I, which seem to be ritual punishment. The abused and suppressed children of the villagers seem to be at the heart of this mystery.",21555450.0,"['Drama', ' Mystery']",2009-09-24,11652157.0,144.0,"['de', ' it', ' la', ' pl']",7.506,851.0,"['X Filme Creative Pool', ' Les Films du Losange', ' wega film vienna', ' Lucky Red']","['AT', ' CA', ' FR', ' DE', ' IT']",0,Michael Haneke,Michael Haneke
80,7.5,92283,"Synecdoche, New York",2008,en,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",20000000.0,['Drama'],2008-10-24,4383538.0,124.0,"['en', ' de']",7.655,1151.0,"['Likely Story', ' Projective Testing Service']",['US'],0,Charlie Kaufman,Charlie Kaufman
81,6.9,46887,Dragged Across Concrete,2018,en,"Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.",15000000.0,"['Crime', ' Action', ' Thriller']",2018-09-03,660132.0,159.0,"['en', ' es']",6.569,764.0,"['Unified Pictures', ' The Fyzz', ' Look to the Sky Films', ' Cinestate', ' Moot Point (Dragged) Productions', ' Realmbuilders Productions', ' Victory Square Technologies']","['CA', ' US']",0,S. Craig Zahler,S. Craig Zahler
82,7.2,23662,Red Rocket,2021,en,"Finding himself down and out in Los Angeles, ex porn star Mikey Saber decides to crawl back to his hometown of Texas City, Texas, where his estranged wife and mother-in-law are living. Just as this dysfunctional family seems to be making things work, Mikey meets a young woman named Strawberry working the cash register at a local doughnut shop.",1100000.0,"['Comedy', ' Drama']",2021-12-10,2200000.0,130.0,['en'],6.78,236.0,"['FilmNation Entertainment', ' Cre Film']",['US'],0,Sean Baker,
83,7.6,579,Men and Women,1964,pt,"Two friends take two prostitutes for a night of pleasure. But the night turns out to be frustrating for all involved, as much bitterness is revealed in their conversation and attitudes, uncovering their anguish and deeper feelings, and the emptiness of their lives.",0.0,['Drama'],1964-06-19,0.0,93.0,['pt'],7.2,20.0,"['Companhia Cinematográfica Vera Cruz', ' Kamera Filmes']",['BR'],0,Walter Hugo Khouri,Walter Hugo Khouri
84,7.2,89265,Angel Heart,1987,en,"Down-and-out private detective Harry Angel is ordered by the mysterious Louis Cyphre to go on a mission to find a missing person. His routine failure soon leads to a bloody spar with himself, as he goes on a supernatural journey into his own soul.",17000000.0,"['Horror', ' Mystery']",1987-03-06,17186348.0,113.0,"['en', ' fr']",7.109,1222.0,"['Carolco Pictures', ' TriStar Pictures', ' Winkast Film Productions', ' Union']","['CA', ' GB', ' US']",0,Alan Parker,
85,7.4,216004,The Lighthouse,2019,en,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,11000000.0,"['Drama', ' Fantasy', ' Thriller', ' Horror']",2019-10-18,18123239.0,109.0,['en'],7.528,3754.0,"['Parts and Labor', ' New Regency Pictures', ' RT Features', ' A24', ' Maiden Voyage Pictures']","['BR', ' CA', ' US']",0,Robert Eggers,
86,7.3,542,Farewell to the Ark,1984,ja,"A surreal, isolated village sees its inhabitants gradually leave behind their mutual traditions and superstitions as they leave for the city. Among them are two cousins who love each other and who get into a quarrel with other villagers.",0.0,"['Fantasy', ' Mystery', ' Romance']",1984-09-08,0.0,127.0,['ja'],7.0,16.0,['Art Theatre Guild'],['JP'],0,Shûji Terayama,
87,8.1,23853,Army of Shadows,1969,fr,"Betrayed by an informant, Philippe Gerbier finds himself trapped in a torturous Nazi prison camp. Though Gerbier escapes to rejoin the Resistance in occupied Marseilles, France, and exacts his revenge on the informant, he must continue a quiet, seemingly endless battle against the Nazis in an atmosphere of tension, paranoia and distrust.",0.0,"['War', ' Drama', ' Thriller']",1969-09-10,741766.0,145.0,"['de', ' en', ' fr']",7.947,496.0,"['Fono Roma', ' Les Films Corona']","['FR', ' IT']",0,Jean-Pierre Melville,
88,8.0,16062,Threads,1984,en,"Documentary style account of a nuclear holocaust and its effect on the working class city of Sheffield, England; and the eventual long run effects of nuclear war on civilization.",420000.0,"['War', ' Drama', ' Science Fiction']",1984-09-23,0.0,117.0,"['en', ' ru']",7.663,212.0,"['BBC', ' Nine Network Australia', ' Western-World Television Inc.']",['GB'],0,Mick Jackson,Barry Hines
89,8.1,160060,Network,1976,en,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",3800000.0,['Drama'],1976-11-14,23689877.0,122.0,['en'],7.863,1360.0,"['Metro-Goldwyn-Mayer', ' United Artists']",['US'],0,Sidney Lumet,Paddy Chayefsky
90,8.1,168225,Barry Lyndon,1975,en,"An Irish rogue uses his cunning and wit to work his way up the social classes of 18th century England, transforming himself from the humble Redmond Barry into the noble Barry Lyndon.",11000000.0,"['Drama', ' Romance', ' War']",1975-11-26,198992.0,185.0,"['de', ' fr', ' en']",7.998,2316.0,"['Hawk Films', ' Warner Bros. Pictures', ' Peregrine']","['GB', ' US']",0,Stanley Kubrick,
91,8.4,45167,High and Low,1963,ja,An executive of a shoe company becomes a victim of extortion when his chauffeur's son is kidnapped and held for ransom.,250000.0,"['Crime', ' Drama', ' Mystery', ' Thriller']",1963-03-01,0.0,142.0,['ja'],8.331,635.0,"['Toho', ' Kurosawa Production']",['JP'],0,Akira Kurosawa,
92,8.2,68738,Searching for Sugar Man,2012,en,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez. The film won Best Documentary at the 85th Academy Awards.",1000000.0,"['Music', ' Documentary']",2012-06-30,3696196.0,85.0,['en'],7.845,757.0,"['Passion Pictures', ' Red Box Films', ' Canfield Pictures']","['FI', ' ZA', ' SE', ' GB', ' US']",0,Malik Bendjelloul,
93,6.8,30992,The Brood,1979,en,"A man tries to uncover an unconventional psychologist's therapy techniques on his institutionalized wife, while a series of brutal attacks committed by a brood of mutant children coincides with the husband's investigation.",1355000.0,"['Horror', ' Science Fiction']",1979-05-25,5000000.0,92.0,['en'],6.718,554.0,"['New World Pictures', ' Canadian Film Development Corporation (CFDC)', ' Victor Solnicki Productions', ' Elgin International Films']",['CA'],0,David Cronenberg,David Cronenberg
94,6.4,21526,Shivers,1975,en,"The residents of a suburban high-rise apartment building are being infected by a strain of parasites that turn them into mindless, sex-crazed fiends out to infect others by the slightest sexual contact.",179000.0,['Horror'],1975-10-10,1000000.0,88.0,['en'],6.356,504.0,"['Canadian Film Development Corporation (CFDC)', ' Cinépix', ' DAL Productions']",['CA'],0,David Cronenberg,David Cronenberg
95,8.1,118354,The 400 Blows,1959,fr,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",0.0,['Drama'],1959-06-03,0.0,99.0,"['en', ' fr']",8.085,1745.0,"['Les Films du Carrosse', ' Sédif Productions']",['FR'],0,François Truffaut,
96,6.8,34154,Body Double,1984,en,"After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous woman dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers—with porn actress Holly Body as his guide.",10000000.0,"['Crime', ' Mystery', ' Thriller']",1984-10-25,8801940.0,114.0,['en'],6.741,576.0,"['Columbia Pictures', ' Delphi II Productions']",['US'],0,Brian De Palma,
97,8.4,125646,Witness for the Prosecution,1957,en,"When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.",3000000.0,"['Drama', ' Mystery', ' Crime']",1957-12-17,9000000.0,116.0,"['de', ' en']",8.2,1054.0,['Edward Small Productions'],['US'],0,Billy Wilder,
98,7.3,581,August in the Water,1995,ja,A teenage girl gains supernatural power after an accident and comes to understand her place in the universe.,0.0,"['Science Fiction', ' Drama', ' Fantasy']",1995-09-09,0.0,117.0,['ja'],6.5,14.0,['Hill Villa'],['JP'],0,Gakuryû Ishii,Gakuryû Ishii
99,7.8,16494,The Devils,1971,en,"In 17th-century France, Father Urbain Grandier seeks to protect the city of Loudun from the corrupt establishment of Cardinal Richelieu. Hysteria occurs within the city when he is accused of witchcraft by a sexually repressed nun.",2000000.0,"['Drama', ' History']",1971-07-01,11000000.0,113.0,['en'],7.482,280.0,['Russo Productions'],['GB'],0,Ken Russell,
100,8.1,49326,Nights of Cabiria,1957,it,"Rome, 1957. A woman, Cabiria, is robbed and left to drown by her boyfriend, Giorgio. Rescued, she resumes her life and tries her best to find happiness in a cynical world. Even when she thinks her struggles are over and she has found happiness and contentment, things may not be what they seem.",0.0,['Drama'],1957-10-03,752045.0,110.0,['it'],8.044,597.0,"['Dino de Laurentiis Cinematografica', ' Les Films Marceau']","['IT', ' FR']",0,Federico Fellini,
101,8.1,64933,The Best Years of Our Lives,1946,en,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",2100000.0,"['Drama', ' Romance', ' War']",1946-12-25,23650000.0,171.0,['en'],7.832,489.0,"['RKO Radio Pictures', ' Samuel Goldwyn Productions']",['US'],0,William Wyler,
102,7.7,4410,The Goat,1921,en,"A series of adventures begins when Buster is mistaken for Dead Shot Dan, the evil bad guy.",0.0,['Comedy'],1921-05-15,0.0,23.0,['xx'],7.297,106.0,"['Buster Keaton Productions', ' Joseph M. Schenck Productions']",['US'],0,,
103,7.9,1048,A Grin Without a Cat,1977,fr,"French essay film focusing on global political turmoil in the 1960s and '70s, particularly the rise of the New Left in France and the development of socialist movements in Latin America.",0.0,"['Documentary', ' War', ' History']",1977-11-23,0.0,180.0,"['en', ' es', ' fr']",7.722,18.0,"['Iskra', ' Dovidis']",['FR'],0,Chris Marker,Chris Marker
104,7.8,1690,The Valley of the Bees,1968,cs,"Cast out by his father, young Ondrej joins the Order of the Teutonic Knights, where he is raised by strict monk Armin. After years of hardship, Ondrej escapes from the Order when he is wrongly punished, and sets out for his former home.  Arriving to discover his father to be dead, Armin now not only assumes control of his fathers properties, but seeks to marry his former stepmother.",0.0,"['Drama', ' History']",1968-05-17,0.0,97.0,['cs'],7.076,33.0,['Filmové studio Barrandov'],['XC'],0,Frantisek Vlácil,
105,8.0,14381,Werckmeister Harmonies,2000,hu,"This story takes place in a small town on the Hungarian Plain. In a provincial town, which is surrounded with nothing else but frost. It is bitterly cold weather — without snow. Even in this bewildered cold hundreds of people are standing around the circus tent, which is put up in the main square, to see — as the outcome of their wait — the chief attraction, the stuffed carcass of a real whale. The people are coming from everywhere. From the neighboring settlings, even from quite far away parts of the country. They are following this clumsy monster as a dumb, faceless, rag-wearing crowd. This strange state of affairs — the appearance of the foreigners, the extreme frost — disturbs the order of the small town. Ambitious personages of the story feel they can take advantage of this situation. The tension growing to the unbearable is brought to explosion by the figure of the Prince, who is pretending facelessness. Even his mere appearance is enough to break loose destructive emotions...",0.0,['Drama'],2000-07-12,25461.0,139.0,"['hu', ' sk']",7.9,244.0,"['ARTE', ' Studio Babelsberg', ' RAI', ' ZDF', ' Von Vietinghoff Filmproduktion (VVF)', ' 13 Productions', ' Magyar Mozgókép Alapítvány', ' Fondazione Montecinemaverita', ' Goëss Film', ' Magyar Televízió Müvelödési Föszerkesztöség (MTV) (I)', ' Nemzeti Kultúrális Alapprogram', ' Országos Rádió és Televízió Testület (ORTT)']","['FR', ' DE', ' HU', ' IT']",0,,
106,8.3,11255,Satantango,1994,hu,"Inhabitants of a small village in Hungary deal with the effects of the fall of Communism. The town's source of revenue, a factory, has closed, and the locals, who include a doctor and three couples, await a cash payment offered in the wake of the shuttering. Irimias, a villager thought to be dead, returns and, unbeknownst to the locals, is a police informant. In a scheme, he persuades the villagers to form a commune with him.",1500000.0,['Drama'],1994-02-08,0.0,432.0,['hu'],8.218,204.0,"['TSR', ' Von Vietinghoff Filmproduktion (VVF)', ' Vega Film', ' Mozgókép Innovációs Társulás és Alapítvány', ' Magyar Televízió']","['DE', ' HU', ' CH']",0,Béla Tarr,
107,7.4,909,Dangerous Encounters of the First Kind,1980,cn,A sociopathic beauty urges three nerdy pranksters to embark on a deranged rampage.,0.0,"['Action', ' Crime', ' Thriller']",1980-12-04,0.0,95.0,"['en', ' cn']",7.0,21.0,['Fotocine Film Production Limited'],['HK'],0,Hark Tsui,
108,8.3,1767,Our Planet,2019,en,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,0.0,['Documentary'],2019-04-05,0.0,63.0,['en'],7.764,36.0,['Silverback Films'],"['US', ' GB']",0,,
109,7.6,318215,Lord of War,2005,en,"Yuri Orlov is a globetrotting arms dealer and, through some of the deadliest war zones, he struggles to stay one step ahead of a relentless Interpol agent, his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally, he must also face his own conscience.",50000000.0,"['Crime', ' Drama', ' Thriller']",2005-09-16,72617068.0,122.0,"['ar', ' de', ' en', ' fr', ' ru', ' es', ' uk', ' tr']",7.262,3916.0,"['Metro-Goldwyn-Mayer', ' VIP Medienfonds 3', ' Saturn Films', ' Ascendant Pictures', ' Endgame Entertainment', ' Entertainment Manufacturing Company', ' Rising Star', ' Copag V', ' Majority Entertainment']","['FR', ' US', ' DE']",0,Andrew Niccol,Andrew Niccol
110,6.9,73858,Pig,2021,en,A truffle hunter who lives alone in the Oregon wilderness must visit Portland to find the mysterious person who stole his beloved foraging pig.,0.0,"['Drama', ' Thriller']",2021-07-16,3889432.0,91.0,['en'],6.678,888.0,"['Saturn Films', ' Escape Artists', ' AI-Film', ' Pulse Films', ' Sweet Tomato Films', ' Endeavor Content', ' Valparaiso Pictures', ' Hungry Bull Productions', ' BlockBox Entertainment']","['GB', ' US']",0,Michael Sarnoski,
111,6.5,79809,Mandy,2018,en,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",6000000.0,"['Horror', ' Action', ' Thriller', ' Fantasy']",2018-09-13,1214525.0,122.0,['en'],6.217,1566.0,"['XYZ Films', ' Wallimage', ' uMedia', ' Piccadilly Pictures', ' SpectreVision', ' Legion M']","['US', ' BE']",0,Panos Cosmatos,
112,7.0,329,Bang Bang,1971,pt,"An anonymous urban protagonist experiences a series of absurd situations--including a crazy cab ride, an encounter with a wacky criminal gang, and lots of gunplay--infused with a unique anarchic energy, eventually suggesting our true animal nature.",0.0,"['Comedy', ' Fantasy']",1971-02-11,0.0,80.0,['pt'],7.3,11.0,['Total Filmes'],['BR'],0,Andrea Tonacci,Andrea Tonacci
113,8.0,90367,The Killing,1956,en,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.",320000.0,"['Crime', ' Drama', ' Thriller']",1956-06-06,0.0,85.0,['en'],7.679,1185.0,"['United Artists', ' Harris-Kubrick Productions']",['US'],0,Stanley Kubrick,
114,8.3,22538,A Man Escaped,1956,fr,A captured French Resistance fighter during World War II engineers a daunting escape from prison.,0.0,"['Thriller', ' Drama', ' War', ' History']",1956-11-11,0.0,101.0,"['de', ' fr']",7.985,394.0,"['Gaumont', ' Nouvelles Éditions de Films (NEF)']",['FR'],0,Robert Bresson,
115,7.6,362,The Man That Was Turned into Juice,1980,pt,"Deraldo, a popular poet from Northeast Brazil, arrives in the capital of São Paulo, making a living only from his poetry and pamphlets. All is well until he is mistaken for a multinational worker who killed the boss at a party where he received the title of symbolic worker.",0.0,['Drama'],1980-12-13,0.0,97.0,['pt'],7.3,23.0,"['Embrafilme', ' Raiz Produções Cinematográficas', ' Secretaria de Cultura do Estado de São Paulo']",['BR'],0,João Batista de Andrade,João Batista de Andrade
116,7.5,91747,Ghost Dog: The Way of the Samurai,1999,en,"An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob. Jarmusch's spiritual gangster film tells the story of an inner-city hit man (Whitaker) who lives on a rooftop, training himself as a samurai in the strictest sense. He communicates primarily by carrier pigeon, while remaining loyal to a gangster (Tormey) who once saved his life.",2000000.0,"['Crime', ' Drama']",1999-06-02,9400000.0,116.0,['en'],7.323,932.0,"['Canal+', ' Pandora Film', ' JVC', ' Bac Films', ' Degeto Film', ' Plywood Productions']","['DE', ' US', ' FR', ' JP']",0,Jim Jarmusch,Jim Jarmusch
117,6.7,3505,Last and First Men,2020,en,"As the end approaches inexorably, the last humans, living millions of years into the future, send a message to the humanity of the present that is both a plea for help and a warning, but also an epic tale of evolution, decline and hope.",0.0,"['Drama', ' Science Fiction']",2020-02-25,0.0,72.0,['en'],6.634,71.0,['Zik Zak Filmworks'],['IS'],0,Jóhann Jóhannsson,
118,8.0,33466,The Exterminating Angel,1962,es,"After a lavish dinner party, the guests find themselves mysteriously unable to leave the room.",0.0,"['Comedy', ' Drama', ' Fantasy']",1962-05-16,0.0,94.0,['es'],7.983,535.0,['Producciones Gustavo Alatriste'],['MX'],0,Luis Buñuel,
119,7.9,6552,Marcel the Shell with Shoes On,2021,en,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",0.0,"['Animation', ' Comedy', ' Family', ' Drama']",2022-06-24,6000000.0,90.0,['en'],7.866,82.0,"['Cinereach', ' Strongman', ' Chiodo Bros. Production']",['US'],0,Dean Fleischer-Camp,
120,7.8,234,Song of Avignon,1998,en,Reflections on my 1966 trip to Avignon that helped me to survive a deep crisis I was going through. Texts from my diaries of that period on the soundtrack are read by Angus MacLise.,0.0,['Documentary'],1998-07-03,0.0,9.0,['en'],7.9,9.0,,['US'],0,Jonas Mekas,
121,1.6,36490,Manos: The Hands of Fate,1966,en,"A family gets lost on the road and stumbles upon a hidden, underground, devil-worshiping cult led by the fearsome Master and his servant Torgo.",19000.0,"['Horror', ' Thriller']",1966-11-15,0.0,70.0,['en'],1.979,165.0,"['Norm-Iris', ' Emerson Film Enterprises']",['US'],0,Harold P. Warren,Harold P. Warren
122,8.0,55179,Neon Genesis Evangelion: The End of Evangelion,1997,ja,"The second of two theatrically released follow-ups to the Neon Genesis Evangelion series. Comprising of two alternate episodes which were first intended to take the place of episodes 25 and 26, this finale answers many of the questions surrounding the series, while also opening up some new possibilities.",0.0,"['Drama', ' Animation', ' Science Fiction', ' Action']",1997-07-19,20000000.0,87.0,['ja'],8.4,1172.0,"['Production I.G', ' Kadokawa Shoten', ' TV Tokyo', ' GAINAX', ' Movic', ' Toei Company', ' Star Child Recording', ' SEGA']",['JP'],0,,Hideaki Anno
